id,name,positions,foot,height,age,nationality,current_club,gls,assists,mp,league,cpf
9086daa9,Daniel Ballesteros,Forward,None,None,21,Spain,7c6f2c78,0,0,0,None,7c6f2c78
94023659,Fer Rodriguez,Midfielder,None,182,22,Spain,7c6f2c78,0,0,0,None,7c6f2c78
aca04d51,Guillermo Ruiz,Goalkeeper,None,194,21,Spain,7c6f2c78,0,0,0,None,7c6f2c78
4d9f02df,Carlos Guirao,Midfielder,Right,None,22,Spain,fc536746,0,0,2,La Liga,fc536746 7c6f2c78
b6297cb0,Alvaro Abajas,Goalkeeper,None,None,22,Spain,7c6f2c78,0,0,0,None,7c6f2c78
c314f5a3,Alex Gil,Midfielder,None,None,22,Spain,7c6f2c78,0,0,0,None,6e27c465
dfbd5cb9,Lalo Aguilar,Defender,None,188,22,Spain,b7e3e46e,0,1,32,La Liga 2,b7e3e46e 7c6f2c78
4d8fe805,Hugo Solozabal,Midfielder,None,None,22,Spain,7c6f2c78,0,0,0,None,3b147c89 7c6f2c78
686bab8c,Naim Garcia,Midfielder,None,None,22,Spain,962428a8,0,1,17,La Liga 2,ffbaa3d2 962428a8 7c6f2c78
e79ad2d4,Joao Urbaez,Defender,None,None,22,Dominican Republic,7c6f2c78,0,0,0,None,7c6f2c78
27d0a506,Pedro Porro,Defender Midfielder,Right,176,25,Spain,361ca564,4,9,46,Premier League,9024a00a 13dc44fd 17859612 361ca564
df3cda47,Dejan Kulusevski,Midfielder Forward,Left,186,25,Sweden,361ca564,8,7,43,Premier League,e0652b02 922493f3 361ca564 eab4234c
e77dc3b2,Dominic Solanke,Forward,Right,187,27,England,361ca564,14,7,40,Premier League,4ba7cbea cff3d9bb 09080694 209d7fa2 822bd0ba 071dd6bd 361ca564
0cd31129,Brennan Johnson,Midfielder Forward,Right,178,24,Wales,361ca564,16,4,46,Premier League,e4a775cb d76b7bed 361ca564
f58515f5,Archie Gray,Defender Midfielder,None,183,19,England,361ca564,0,0,39,Premier League,5bfb9659 a93e668c 21823154 361ca564
92e7e919,Son Heung-min,Midfielder Forward,Right,183,32,Korea Republic,361ca564,10,10,40,Premier League,26790c6a 361ca564 c7a9f859
77d6fd4d,Guglielmo Vicario,Goalkeeper,Right,194,28,Italy,361ca564,0,0,33,Premier League,37cba288 c4260e09 a3d88bd8 af5d5982 361ca564
3b8674e6,Rodrigo Bentancur,Midfielder,Right,185,27,Uruguay,361ca564,2,0,39,Premier League,e0652b02 795ca75e 361ca564
feb5d972,Pape Matar Sarr,Midfielder,Right,180,22,Senegal,361ca564,5,3,49,Premier League,411a29ac 361ca564 f83960ae
7cd520e8,Destiny Udogie,Defender Midfielder,Left,187,22,Italy,361ca564,0,1,34,Premier League,0e72edf2 04eea015 361ca564
ee38d9c5,James Maddison,Midfielder Forward,Right,175,28,England,361ca564,12,10,42,Premier League,1c781004 a2d435b3 8bbab7cf f7e3dfe9 361ca564
6c203af0,Yves Bissouma,Midfielder,Right,181,28,Mali,361ca564,2,0,38,Premier League,d07537b9 cb188c0c 361ca564
9bc9a519,Djed Spence,Defender Midfielder,Right,183,24,England,361ca564,1,2,29,Premier League,7f59c601 e4a775cb 5bfb9659 2d860997 415ce479 b3072e00 658bf2de 361ca564
a109e5c8,Lucas Bergvall,Midfielder,None,None,19,Sweden,361ca564,0,2,39,Premier League,bb9e11b2 9423c05a 361ca564
620922ed,Radu Dragusin,Defender,Right,191,23,Romania,361ca564,0,0,23,Premier League,e0652b02 8ff9e3b3 c5577084 658bf2de 361ca564
44781702,Ben Davies,Defender Midfielder,Left,181,32,Wales,361ca564,0,0,25,Premier League,fb10988f 361ca564
a3d94a58,Cristian Romero,Defender,Right,185,27,Argentina,361ca564,1,1,25,Premier League,7765008b 922493f3 658bf2de 361ca564
8fe2a392,Micky van de Ven,Defender,Left,193,24,Netherlands,361ca564,0,2,21,Premier League,4eaa11d7 8783f4ee 361ca564
829aa60c,Mathys Tel,Forward,None,183,20,France,361ca564,2,2,29,Premier League,054efa67 b3072e00 361ca564
c3e39f12,Fraser Forster,Goalkeeper,Right,201,37,England,361ca564,0,0,11,Premier League,654f3ca6 33c895d4 1c781004 c6ce4b54 ed54a8b3 b81aa4fa 361ca564
6e33125f,Kevin Danso,Defender Midfielder,Right,190,26,Austria,361ca564,0,0,25,Premier League,fd4e0f7d 0cdc4311 33c895d4 41d91186 b1278397 361ca564
35516eac,Wilson Odobert,Midfielder Forward,None,180,20,France,361ca564,4,0,21,Premier League,54195385 943e8050 361ca564
49fe9070,Timo Werner,Midfielder Forward,Right,180,29,Germany,361ca564,0,3,23,Premier League,cff3d9bb 598bc722 acbb6a5b 2959ee71 361ca564
fa031b34,Richarlison,Midfielder Forward,Right,179,28,Brazil,361ca564,5,2,22,Premier League,d3fd31cc 84d9701c 2abfe087 361ca564
b38ac6a4,Antonin Kinsky,Goalkeeper,None,None,22,Czech Republic,361ca564,0,0,31,Premier League,111cbfb1 7d704744 361ca564
00953a9d,Mikey Moore,Forward,Right,None,17,England,361ca564,1,2,15,PL2,411a29ac 361ca564
3353737a,Sergio Reguilon,Defender Midfielder,Left,176,28,Spain,361ca564,0,0,4,Premier League,ad2be733 19538871 cd051869 db3b9613 53a2f082 361ca564
5e253986,Brandon Austin,Goalkeeper,Right,188,26,England,361ca564,0,0,3,Premier League,411a29ac 46ef01d0 456c5e63 361ca564
92df535b,Will Lankshear,Forward,None,None,20,England,60c6b05f,1,0,17,Championship,411a29ac 60c6b05f 361ca564
21945a9e,Dane Scarlett,Forward,Right,180,21,England,361ca564,5,2,25,Championship,b74092de 456c5e63 604617a2 76ffc013 411a29ac 361ca564
ac1ef440,Alfie Dorrington,Defender,None,None,20,England,8bbab7cf,1,0,13,Premiership,411a29ac 8bbab7cf 456c5e63 361ca564
d3a6f5a3,Oyindamola Ajayi,Forward,None,None,19,England,411a29ac,1,0,1,Premier League,411a29ac 361ca564
d6455444,Callum Olusesi,Midfielder,None,None,18,England,411a29ac,0,0,1,Premier League,411a29ac 361ca564
ba08056d,Alfie Devine,Midfielder,Right,179,20,England,57b6cfb8,4,0,21,Pro League A,62657aa0 456c5e63 32a1480e 57b6cfb8 411a29ac 361ca564
3f2587ee,Alfie Whiteman,Goalkeeper,Right,190,26,England,361ca564,0,0,0,Premier League,411a29ac 3692fadf 456c5e63 361ca564
b00671f2,Maeson King,Defender,None,None,19,England,411a29ac,0,0,0,Premier League,411a29ac 361ca564
fe3db176,Yang Minhyeok,Midfielder,None,172,19,Korea Republic,a757999c,2,1,14,Championship,79c65a57 a757999c 361ca564
0b8373bb,Dante Cassanova,Defender,None,None,20,Jamaica,411a29ac,0,0,0,Premier League,411a29ac 456c5e63 361ca564
3478fa17,Malachi Hardy,Defender,None,None,17,England,411a29ac,0,0,0,PL2,411a29ac 361ca564
d2fe0b0b,Luca Williams Barnett,Forward,None,None,16,England,361ca564,0,0,0,None,361ca564
04a1c050,Rio Kyerematen,Defender,None,None,19,England,411a29ac,0,0,0,PL2,411a29ac 456c5e63
ac89503b,Gautier Lloris,Defender,Left,191,29,France,5c2737db,2,1,31,Ligue 1,5ae09109 132ebc33 5c2737db 73905dde
c3b6fa1e,Loic Nego,Defender Midfielder,Right,181,34,Hungary,5c2737db,0,0,31,Ligue 1,5c2737db d7a486cd 33c6b26e 108607cf a338349f 7a8db6d4
ef7cd87a,Abdoulaye Toure,Midfielder Forward,Right,187,31,Guinea,5c2737db,10,1,28,Ligue 1,bd61c555 d7a486cd 658bf2de 5c2737db
12a4e38c,Etienne Youte Kinkoue,Defender,Right,196,23,France,5c2737db,0,0,28,Ligue 1,5c2737db 2fdb4aef
abefc3af,Yassine Kechta,Midfielder,None,None,23,Morocco,5c2737db,2,0,31,Ligue 1,5c2737db
481f76cf,Josue Casimir,Midfielder Forward,Right,178,23,France,5c2737db,4,4,27,Ligue 1,5c2737db
1d8aa290,Issa Soumare,Midfielder Forward,Right,182,24,Senegal,5c2737db,5,4,29,Ligue 1,5ae09109 34e7850d 5c2737db 48dd5b1b c16e44ce
e8c5dd4d,Arthur Desmas,Goalkeeper,Right,196,31,France,5c2737db,0,0,18,Ligue 1,d9676424 5c2737db 9130bd3b 61d9850e
5dbefa9d,Andre Ayew,Midfielder Forward,Left,176,35,Ghana,5c2737db,4,1,27,Ligue 1,7c21e445 e4a775cb 5c2737db 5725cc7b ae1e2d7d d2c87802 fb10988f e95faa7f
4d3e9033,Mathieu Gorgelin,Goalkeeper,Left,187,34,France,5c2737db,0,0,16,Ligue 1,d53c0b06 5c2737db
914bb955,Christopher Operi,Defender Midfielder,Left,182,28,Cote d'Ivoire,bff39cf5,1,2,23,Süper Lig,5c2737db 51e5a603 74229020 bff39cf5 43d17b20
17bb562c,Arouna Sangante,Defender,None,179,23,Senegal,5c2737db,3,0,16,Ligue 1,5c2737db
f8ce97ca,Timothee Pembele,Defender,Right,182,22,France,5c2737db,1,0,20,Ligue 1,5c2737db 70483169 e2d8892c 123f3efe 8ef52968
36f65bdf,Rassoul Ndiaye,Midfielder,None,179,23,Senegal,5c2737db,1,0,27,Ligue 1,b9cd3c9a 5c2737db
ec724366,Yanis Zouaoui,Defender,Left,183,30,Algeria,5c2737db,0,2,17,Ligue 1,5c2737db
f9124307,Antoine Joujou,Midfielder,None,None,22,France,5c2737db,0,2,26,Ligue 1,5c2737db
abd56820,Oussama Targhalline,Midfielder,None,None,23,Morocco,fb4ca611,0,0,20,Eredivisie,5c2737db 076128d7 fb4ca611 5725cc7b
ee158be5,Junior Mwanga,Midfielder,Both,184,22,France,5c2737db,1,2,19,Ligue 1,5c2737db 123f3efe c0d3eab4
9fc2531b,Koka,Forward,Right,191,32,Egypt,5c2737db,4,1,25,Primeira Liga,69d84c29 076128d7 eea856da 5c2737db 5700c020 2f116859 2fdb4aef
c3725db2,Yoann Salmier,Defender,Right,188,32,French Guiana,d9676424,1,0,26,Ligue 2,54195385 5c2737db c0d3eab4 d9676424
2e1b7c83,Emmanuel Sabbi,Midfielder Forward,None,179,27,United States,ab41cb90,2,2,10,MLS,5c2737db 3f5150ef ab41cb90 a8ad42f7
d4e93bab,Daler Kuzyaev,Midfielder,Right,182,32,Russia,5c2737db,1,0,12,Ligue 1,5c2737db 8aa1135c 98ce363d
f449640d,Fode Ballo-Toure,Defender,Left,182,28,Senegal,5c2737db,0,0,10,Ligue 1,dc56fe14 5c2737db e2d8892c fd962109 cb188c0c fd6114db
1906b842,Mahamadou Diawara,Midfielder,None,None,20,France,5c2737db,0,1,19,Ligue 1,d53c0b06 5c2737db
731f1f5a,Steve Ngoura,Forward,None,193,20,France,e8d2adc4,0,0,10,Pro League A,5c2737db e8d2adc4
910e3cad,Ilyes Housni,Forward,None,None,20,France,5c2737db,0,0,12,Ligue 1,e2d8892c 5c2737db
d2448564,Samuel Grandsir,Midfielder Forward,Right,180,28,France,74229020,1,0,15,Ligue 2,54195385 c0d3eab4 5c2737db fb08dbb3 74229020 fd6114db d8b46897
c4c45a88,Matheo Bodmer,Defender,None,None,21,France,5c2737db,0,0,1,Ligue 1,5c2737db
535b0343,Alois Confais,Defender Midfielder,Right,174,28,France,5c2737db,0,0,1,Ligue 1,54195385 cd5d7aa6 5c2737db
daa11a4f,Elysee Logbo,Forward,None,188,21,France,5c2737db,0,0,1,Ligue 1,5c2737db
1f038218,Kandet Diawara,Midfielder,None,177,25,Guinea,e5b6b0c1,4,0,30,Ligue 2,4d987358 5c2737db e5b6b0c1
690f7a7b,Yann Kitala,Forward,Left,186,27,None,5c2737db,0,0,0,Ligue 1,b9cd3c9a 5c2737db d2c87802 2b41acb5
9f29c204,Oualid El Hajjam,Defender,Right,180,34,Morocco,5c2737db,0,0,0,Ligue 1,25622401 5c2737db 54195385
9921f617,Ismail Bouneb,Midfielder,None,182,18,France,5c2737db,0,0,0,Ligue 1,5c2737db 259d3345
a13e6096,Hernani Mendes,Midfielder,None,None,20,Portugal,5c2737db,0,0,0,None,5c2737db
d907511f,Alex Teixeira,Goalkeeper,None,None,18,France,5c2737db,0,0,0,None,5c2737db
6739c077,Gabriel Guri,Goalkeeper,None,None,19,Albania,5c2737db,0,0,0,None,5c2737db
e0f95e0c,Enzo Kana-Biyik,Forward,None,None,18,France,5c2737db,0,0,0,None,5c2737db
a888dc72,Stephan Zagadou,Defender,None,None,16,France,5c2737db,0,0,0,None,5c2737db
88da7192,Daren Mosengo,Midfielder,None,None,18,France,5c2737db,0,0,0,None,5c2737db
3e5d55b5,Guy Zohouri,Midfielder,None,None,18,France,5c2737db,0,0,0,None,5c2737db
eedea60b,Yehvann Diouf,Goalkeeper,Right,185,25,France,7fdd64e0,0,0,34,Ligue 1,54195385 7fdd64e0
6b5edd5d,Valentin Atangana Edoa,Midfielder,None,None,19,France,7fdd64e0,1,0,34,Ligue 1,7fdd64e0
dbd3a428,Junya Ito,Midfielder Forward,Right,176,32,Japan,7fdd64e0,4,3,33,Ligue 1,1e972a99 7fdd64e0 aed4d20f c1132314
d97af612,Keito Nakamura,Midfielder Forward,Right,180,24,Japan,7fdd64e0,11,2,32,Ligue 1,d20821dd e2948349 a1f721d3 7fdd64e0 80328a1e
06efa9dc,Sergio Akieme,Defender,Left,175,27,Spain,7fdd64e0,2,3,30,Ligue 1,78ecf4bb 7fdd64e0 98e8af82 206d90db
9f30e7ed,Cedric Kipre,Defender,Right,191,28,Cote d'Ivoire,7fdd64e0,0,1,28,Ligue 1,75fae011 140e320a e59ddc76 90773bc8 60c6b05f 30c24d2d 9d04848a 7fdd64e0
b4705807,Aurelio Buta,Defender Midfielder,Right,172,28,Portugal,7fdd64e0,0,1,27,Ligue 1,f0ac8ee6 c2e6b53b 7fdd64e0
039f1983,Joseph Okumu,Defender,None,193,28,Kenya,7fdd64e0,1,0,22,Ligue 1,95f8ef61 3a49f9d8 51e5a603 50e85bfc 7fdd64e0
44435c8f,Oumar Diakite,Forward,None,178,21,Cote d'Ivoire,7fdd64e0,4,1,26,Ligue 1,7fdd64e0 50f2a074
2acf0cd7,Marshall Munetsi,Defender Midfielder,Right,187,28,Zimbabwe,8cec06e1,6,3,33,Premier League,7fdd64e0 3772159d b8a68959 8cec06e1
ab8b392c,Mory Gbane,Midfielder,None,188,24,Cote d'Ivoire,7fdd64e0,1,1,31,Ligue 1,6a329209 7fdd64e0 224b0274
2eb1ec07,Amadou Kone,Midfielder,None,None,20,Mali,7fdd64e0,0,0,24,Ligue 1,7fdd64e0
3f465a66,Nhoa Sangui,Defender,None,171,19,France,7fdd64e0,0,2,26,Ligue 1,7fdd64e0
75f1ed80,Emmanuel Agbadou,Defender,Right,192,27,Cote d'Ivoire,8cec06e1,1,0,30,Premier League,5809ddc3 7fdd64e0 8cec06e1
7304dd80,Hiroki Sekine,Defender,None,187,22,Japan,7fdd64e0,0,0,15,Ligue 1,7fdd64e0 aed4d20f
331c5a98,Mamadou Diakhon,Forward,None,None,19,France,7fdd64e0,2,1,28,Ligue 1,7fdd64e0
5c26ca51,Teddy Teuma,Midfielder,Left,176,31,Malta,7fdd64e0,1,0,17,Ligue 1,7fdd64e0 e83d13db e14f61a5
fd01216a,John Joe,Midfielder,Right,192,21,Republic of Ireland,7fdd64e0,0,0,17,Ligue 1,7848bd64 7fdd64e0
cedc53d2,Yaya Kader Fofana,Midfielder,None,180,20,Mali,7fdd64e0,1,1,12,Ligue 1,fd4e0f7d 7fdd64e0
f4f05099,Hafiz Ibrahim,Forward,None,None,19,Nigeria,7fdd64e0,0,1,11,Ligue 1,7fdd64e0
bc7cc472,Amine Salama,Forward,Right,192,24,France,105360fe,0,0,17,Serie A,69236f98 74229020 105360fe 1740a29b 7fdd64e0
b684a484,Jordan Pefok,Forward,Right,190,29,United States,7fdd64e0,1,1,25,Ligue 1,7a41008f 32f3ee20 b3072e00 4b682260 7fdd64e0
5fdcb075,Thibault De Smet,Defender Midfielder,Left,176,26,Belgium,056a5a75,0,3,20,Ligue 2,51e5a603 056a5a75 c16e44ce 7fdd64e0 80328a1e
709d3f52,Gabriel Moscardo,Midfielder,None,None,19,Brazil,7fdd64e0,0,0,6,Ligue 1,7fdd64e0 bf4acd28
13579ed2,Ange Martial Tia,Midfielder,None,178,18,Mali,7fdd64e0,0,0,6,Ligue 1,7fdd64e0
c1ebf5d2,Abdoul Kone,Defender,None,None,20,France,7fdd64e0,0,0,4,Ligue 1,7fdd64e0
8dbf56c8,Malcolm Jeng,Defender,None,None,20,Sweden,7fdd64e0,0,0,3,Ligue 1,7fdd64e0 e9d60d0c
d349f13b,Niama Sissoko,Forward,None,None,19,Mali,7fdd64e0,0,0,4,Ligue 1,7fdd64e0
c977ef13,Alexandre Olliero,Goalkeeper,Right,193,29,France,7fdd64e0,0,0,0,Ligue 1,d7a486cd e5b6b0c1 7fdd64e0 61d9850e
88acf83f,Reda Khadra,Midfielder Forward,Right,174,23,Germany,7fdd64e0,0,0,4,Ligue 1,e090f40b d943111d ec79b7c2 d07537b9 6c254a38 1df6b87e 7fdd64e0 d2bc69d1
51438572,Eloge Zabi,Midfielder,Right,191,18,Cote d'Ivoire,7fdd64e0,0,0,2,Ligue 1,7fdd64e0
7587446d,Martin Adeline,Midfielder,None,180,21,France,54195385,1,2,24,Ligue 1,54195385 c94d9135 7fdd64e0 9130bd3b
562bf675,Mohamed Bamba,Midfielder,None,None,20,Cote d'Ivoire,6a329209,1,0,13,Ligue 1,6a329209 7fdd64e0
06a1d642,Mohamed Daramy,Midfielder Forward,None,180,23,Denmark,7fdd64e0,0,0,2,Ligue 1,19c3f8c4 a26209d7 7fdd64e0 18050b20
60e53ba1,Ike Orazi,Forward,None,None,17,Republic of Ireland,7fdd64e0,0,0,1,Ligue 1,7fdd64e0
7f826d6c,Mohamed Ali Diadie,Forward,None,None,20,France,7fdd64e0,0,0,0,None,7fdd64e0
e606b6c0,Adama Bojang,Forward,None,None,20,Gambia,7b66a29c,6,2,26,Super Lg,7fdd64e0 7b66a29c
6af165bc,Kobi Henry,Defender,Right,187,21,United States,f7d86a43,0,0,3,MLS,7d8a4e62 f7d86a43 7fdd64e0
7b082ec2,Maxime Busi,Defender,Right,182,25,Belgium,8ed04be8,0,0,13,Eredivisie,140e320a 7fdd64e0 8ed04be8 eab4234c
26975a92,Ludovic Butelle,Goalkeeper,Left,188,42,France,7fdd64e0,0,0,0,Ligue 1,69236f98 17859612 f1e6c5f1 dcc91a7b cb188c0c e95faa7f 7fdd64e0 1cbf5f9e f83960ae
c1d95617,Lorenzo Montipo,Goalkeeper,Right,191,29,Italy,0e72edf2,0,0,36,Serie A,0e72edf2 4fcb34fd 6c37111f
aeca7743,Jackson Tchatchoua,Defender Midfielder,Right,178,23,Cameroon,0e72edf2,2,3,36,Serie A,0e72edf2 140e320a
22ae86f9,Diego Coppola,Defender,Right,192,21,Italy,0e72edf2,2,0,34,Serie A,0e72edf2
79ca3e23,Ondrej Duda,Midfielder Forward,Right,181,30,Slovakia,0e72edf2,1,3,28,Serie A,1c781004 bc357bf7 0e72edf2 a73408a7 2818f8bc
83fe71b8,Tomas Suslov,Midfielder Forward,Left,175,22,Slovakia,0e72edf2,0,1,31,Serie A,0e72edf2 bec05adb
9cedad4b,Daniele Ghilardi,Defender,None,None,22,Italy,0e72edf2,0,0,24,Serie A,8ff9e3b3 0e72edf2
8bbe2df5,Domagoj Bradaric,Defender Midfielder,Left,178,25,Croatia,0e72edf2,1,0,30,Serie A,c5577084 cb188c0c 0e72edf2 6777e16d
d5326924,Amin Sarr,Forward,Right,188,24,Sweden,0e72edf2,4,1,32,Serie A,4eaa11d7 b1a7a7b9 f3d8c8b9 d53c0b06 0e72edf2 193ff7aa
16bb656a,Pawel Dawidowicz,Defender Midfielder,Right,188,30,Poland,0e72edf2,0,0,26,Serie A,5d36c8f0 0e72edf2 b42c6323 ee058a17
705a1642,Reda Belahyane,Midfielder,None,164,20,Morocco,7213da33,0,2,28,Serie A,0e72edf2 132ebc33 7213da33
ff2fb007,Casper Tengstedt,Forward,None,None,24,Denmark,0e72edf2,6,1,25,Serie A,0e72edf2 a77c513e 60e145ad 90e37d3a
5128bde4,Darko Lazovic,Defender Midfielder Forward,Right,181,34,Serbia,0e72edf2,2,3,27,Serie A,3d34cf05 0e72edf2 099c6eb5 658bf2de
091b9eb8,Daniel Mosquera,Forward,Right,180,25,Colombia,0e72edf2,5,1,35,Serie A,d254c5db 0e72edf2 c6f65a93 9b9a8c22
b3325a30,Suat Serdar,Midfielder,Right,183,28,Germany,0e72edf2,2,1,22,Serie A,a224b06a fd7718b7 c539e393 0e72edf2 2818f8bc
cce9f582,Giangiacomo Magnani,Defender,Right,191,29,Italy,ee058a17,1,0,30,Serie B,8ff9e3b3 e2befd26 37cba288 0e72edf2 ee058a17 4ef57aeb
a43e4f9c,Nicolas Valentini,Defender,Left,187,24,Argentina,0e72edf2,0,0,14,Serie A,0e72edf2 795ca75e 421387cf e5927bd8
7ef972c3,Flavius Daniliuc,Defender,Right,183,24,Austria,0e72edf2,1,0,21,Serie A,50f2a074 c5577084 a4a1c462 9133b975 0e72edf2 8b10a09d 132ebc33
c115db1e,Dailon Livramento,Forward,None,185,24,Cape Verde,0e72edf2,1,1,29,Serie A,45b403c3 f3cd3a26 0e72edf2
2a82aa85,Grigoris Kastanos,Midfielder,Left,176,27,Cyprus,0e72edf2,1,1,27,Serie A,e0652b02 6a7ad59d ecd34b98 c5577084 b985784c 0e72edf2
ff20acfe,Cheikh Tidiane Niasse,Midfielder,Right,188,25,Senegal,0e72edf2,0,1,30,Serie A,4b682260 0e72edf2 f3a5726c cb188c0c
07a821e4,Antoine Bernede,Midfielder,Right,177,26,France,0e72edf2,2,1,30,Serie A,e2d8892c 0e72edf2 2864c5a0 50f2a074
b910e9c0,Martin Frese,Defender Midfielder,None,None,27,Denmark,0e72edf2,0,0,11,Serie A,0e72edf2 1850e3f9
65fd099c,Abdou Harroui,Midfielder,Right,182,27,Netherlands,0e72edf2,1,2,10,Serie A,146a68ce 0e72edf2 e2befd26 6a7ad59d
56fca564,Daniel Bandeira,Midfielder,None,None,25,Portugal,3c4fb635,1,0,26,Danish Superliga,3c4fb635 3f319bc9 0e72edf2
aae9d04a,Davide Faraoni,Defender Midfielder,Right,180,33,Italy,0e72edf2,0,0,8,Serie A,3074d7b1 37cba288 04eea015 6c37111f 421387cf 2abfe087 0e72edf2 d609edc0
b9e11c1d,Simone Perilli,Goalkeeper,None,195,30,Italy,0e72edf2,0,0,2,Serie A,37cba288 0e72edf2 4cceedfc 4ef57aeb
c9866d69,Daniel Oyegoke,Defender,None,None,22,England,0e72edf2,1,0,29,Premiership,fcf5b1e1 ad0e69a2 7c77b0bc 3148d79f 0e72edf2
0da3d7ab,Mathis Lambourde,Forward,None,179,19,France,0e72edf2,1,0,7,Serie A,0e72edf2 b3072e00
00f518d8,Faride Alidou,Forward,None,186,23,Germany,73a27a73,0,1,15,2. Bundesliga,f0ac8ee6 26790c6a e5460de3 bc357bf7 d84fbee9 0e72edf2 73a27a73
fa753b79,Yllan Okou,Defender,Left,180,22,France,0e72edf2,0,0,1,Serie A,6283be2c 0e72edf2 fd6114db
cab600a8,Junior Ajayi,Forward,None,None,20,Cote d'Ivoire,0e72edf2,0,0,2,Serie A,0e72edf2
d079becb,Alphadjo Cisse,Midfielder,None,None,18,Italy,0e72edf2,0,0,2,Serie A,0e72edf2
928143e7,Elayis Tavsan,Midfielder Forward,Left,None,24,Netherlands,283f2557,4,2,28,Serie B,fc629994 0e72edf2 283f2557 146a68ce 9babc1f9
ec1f737d,Alessandro Berardi,Goalkeeper,Right,185,34,Italy,0e72edf2,0,0,0,Serie A,0e72edf2 01baa639
232b3da4,Stefan Mitrovic,Midfielder Forward,None,None,22,Serbia,27e981a3,2,1,20,Pro League A,0e72edf2 72804f2b 099c6eb5 27e981a3
dd5d1c85,Luan Patrick,Defender,Right,190,23,Brazil,0e72edf2,0,0,0,Serie A,2091c619 f98930d1 0e72edf2 1f68d780
6fd76804,Ayanda Sishuba,Midfielder,None,None,20,Belgium,b3072e00,0,0,1,Ligue 1,fd4e0f7d b3072e00 0e72edf2
93c7658d,Federico Magro,Goalkeeper,None,189,20,Italy,0e72edf2,0,0,0,None,0e72edf2
a20b6f5e,Tobias Slotsager,Defender,None,None,19,Denmark,0e72edf2,0,0,0,Serie A,0e72edf2 3f5150ef
6d09000e,Christian Corradi,Defender,Right,None,20,Italy,b964e6bb,0,0,0,None,b964e6bb
d9624b51,Federico Ceccherini,Defender,Right,187,33,Italy,9aad3a77,1,1,17,Serie B,3074d7b1 9aad3a77 bd61c555 421387cf 939201df 0e72edf2
cc5f5f8c,Karlson Nwanege,Defender,None,None,20,Sweden,0e72edf2,0,0,0,None,0e72edf2
51e1f4f5,Zion Suzuki,Goalkeeper,None,184,22,Japan,eab4234c,0,0,36,Serie A,f812e711 80328a1e eab4234c
a5f458d9,Simon Sohm,Midfielder,Right,188,24,Switzerland,eab4234c,4,0,37,Serie A,22a5a99c eab4234c
4c6f9258,Enrico Del Prato,Defender Midfielder,Right,183,25,Italy,eab4234c,4,0,34,Serie A,46f8c29f 922493f3 939201df eab4234c
ec52b661,Emanuele Valeri,Defender Midfielder,Left,180,26,Italy,eab4234c,2,6,35,Serie A,eab4234c 9aad3a77 6a7ad59d
64629ba4,Ange-Yoan Bonny,Forward,None,None,21,France,eab4234c,6,4,37,Serie A,eab4234c 43d17b20
348bafd4,Botond Balogh,Defender,Right,189,22,Hungary,eab4234c,0,1,29,Serie A,eab4234c
2079b3cc,Dennis Man,Midfielder Forward,Left,182,26,Romania,eab4234c,4,4,33,Serie A,eab4234c aed59852
f5692b25,Mandela Keita,Midfielder,None,180,23,Belgium,eab4234c,0,2,35,Serie A,c2e6b53b eab4234c 27e981a3
55db5c36,Lautaro Valenti,Defender,Left,188,26,Argentina,eab4234c,1,0,20,Serie A,11b6dba8 eab4234c
548672b4,Adrian Bernabe,Midfielder,Left,170,24,Spain,eab4234c,1,1,21,Serie A,b8fd03ef eab4234c e41e516f
b6a1cdf9,Matteo Cancellieri,Midfielder Forward,Left,173,23,Italy,eab4234c,3,0,27,Serie A,0e72edf2 eab4234c a3d88bd8 7213da33
81a4c239,Valentin Mihaila,Midfielder Forward,Right,180,25,Romania,eab4234c,0,3,21,Serie A,eab4234c 1eebf7c3 922493f3
6f5ead86,Hernani,Midfielder,Right,188,31,Brazil,eab4234c,3,3,25,Serie A,46f8c29f 98ce363d 2091c619 658bf2de d298ef2c eab4234c
6503f220,Antoine Hainaut,Midfielder,None,None,23,France,eab4234c,2,0,25,Serie A,eab4234c
570888ce,Giovanni Leoni,Defender,Right,189,18,Italy,eab4234c,1,0,17,Serie A,8ff9e3b3 eab4234c
beb6e3a6,Woyo Coulibaly,Defender,None,180,26,France,a2d435b3,0,1,18,Premier League,a2d435b3 5c2737db eab4234c
0917188a,Pontus Almqvist,Midfielder Forward,Left,178,25,Sweden,eab4234c,1,1,29,Serie A,74780d66 2a428619 8a3f95b9 eab4234c 9b54c4af ffcbe334 69574c30 1d0836d6 d60423ef
6841f107,Alessandro Vogliacco,Defender,None,None,26,Italy,eab4234c,2,0,22,Serie A,eab4234c 4e5f8b9a 4fcb34fd 658bf2de 21d18cee
cec60a2f,Nahuel Estevez,Midfielder,Right,181,29,Argentina,eab4234c,0,0,14,Serie A,df734df9 eab4234c 3074d7b1 68449f6d
8c9e96c5,Mateo Pellegrino,Forward,None,None,24,Argentina,eab4234c,0,0,1,Liga Argentina,df734df9 eab4234c 41c139b6 3cbfa767
1223765c,Alessandro Circati,Defender,Right,190,21,Australia,eab4234c,0,0,6,Serie A,eab4234c
543d9d2b,Drissa Camara,Midfielder,Right,169,23,Cote d'Ivoire,eab4234c,0,0,21,Serie A,eab4234c
